customer_age,account_age_days,transaction_amount,velocity_1h,velocity_24h,distance_from_home_km,failed_attempts,device_age_days,merchant_risk,night,international,new_device,actual_fraud,fraud_probability,prediction_050,prediction_cost_threshold,is_fraud,prediction,predicted_probability
48.0,294.0,47.6,2,7,14.45,0,303.0,0.2767,0,1,0,0,0.0878646970120894,0,1,0,1,0.0878646970120894
22.2,629.0,117.34,2,7,75.71,0,431.0,0.3268,0,0,0,0,0.0942420375719302,0,1,0,1,0.0942420375719302
40.4,862.0,82.0,1,5,21.46,2,358.0,0.2449,1,0,1,0,0.2258249666486879,0,1,0,1,0.2258249666486879
19.0,625.0,44.06,2,5,31.28,0,382.0,0.2987,0,1,0,0,0.0579629635473009,0,1,0,1,0.0579629635473009
28.0,439.0,28.74,2,7,30.93,0,416.0,0.339,1,0,0,0,0.0502649165283928,0,1,0,1,0.0502649165283928
33.3,780.0,847.05,2,6,14.8,0,172.0,0.4565,0,0,0,0,0.413799490836225,0,1,0,1,0.413799490836225
43.3,580.0,57.41,3,6,1.05,1,507.0,0.1072,0,1,0,0,0.1804121183144143,0,1,0,1,0.1804121183144143
45.5,720.0,73.41,2,5,10.35,1,286.0,0.2759,0,0,0,0,0.061162021810389,0,1,0,1,0.061162021810389
49.3,1157.0,38.75,2,6,13.15,2,270.0,0.3762,0,0,0,0,0.2126526445180008,0,1,0,1,0.2126526445180008
48.8,1161.0,176.88,2,3,13.92,2,999.0,0.3708,0,0,0,0,0.071261746804239,0,1,0,1,0.071261746804239
27.9,1725.0,74.47,5,8,33.64,0,414.0,0.1551,0,1,0,0,0.0924316238728472,0,1,0,1,0.0924316238728472
41.3,1691.0,58.39,3,5,19.99,1,393.0,0.0474,0,0,1,0,0.1655278629129464,0,1,0,1,0.1655278629129464
27.5,491.0,216.17,0,2,5.45,1,212.0,0.1031,0,1,1,0,0.1061446072540932,0,1,0,1,0.1061446072540932
49.9,494.0,368.78,4,9,32.31,0,321.0,0.4549,0,0,0,0,0.3865837941027731,0,1,0,1,0.3865837941027731
48.4,607.0,17.1,5,6,10.6,1,805.0,0.2712,0,0,1,0,0.051744208296788,0,1,0,1,0.051744208296788
42.6,697.0,107.14,1,4,4.41,1,178.0,0.3675,1,0,0,0,0.1081735284677685,0,1,0,1,0.1081735284677685
31.9,1186.0,153.85,2,6,3.9,0,334.0,0.2205,0,0,0,0,0.0722917381149587,0,1,0,1,0.0722917381149587
29.9,302.0,27.94,2,5,31.13,1,290.0,0.484,0,0,0,0,0.0730826512327751,0,1,0,1,0.0730826512327751
32.5,614.0,108.36,2,5,25.76,1,191.0,0.1421,0,1,0,0,0.1725469346836988,0,1,0,1,0.1725469346836988
23.6,424.0,50.81,3,6,8.13,0,339.0,0.2561,0,1,0,0,0.0509192286129905,0,1,0,1,0.0509192286129905
56.0,452.0,67.33,5,8,22.66,0,259.0,0.3532,0,1,0,0,0.0818897329318574,0,1,0,1,0.0818897329318574
26.3,1167.0,154.38,5,8,17.93,0,386.0,0.5838,0,0,0,0,0.1530892663563962,0,1,0,1,0.1530892663563962
39.5,350.0,72.91,3,5,40.22,1,317.0,0.2086,1,1,0,0,0.3326803685715738,0,1,0,1,0.3326803685715738
25.2,545.0,51.2,3,7,1.17,1,209.0,0.0655,0,0,1,0,0.096793495727172,0,1,0,1,0.096793495727172
34.7,382.0,78.84,5,9,35.52,0,357.0,0.3189,0,0,1,0,0.2549349848347292,0,1,0,1,0.2549349848347292
31.6,540.0,148.2,3,5,48.37,0,213.0,0.2,0,0,1,0,0.0500437285356183,0,1,0,1,0.0500437285356183
31.8,457.0,111.49,3,4,7.16,0,301.0,0.2968,0,0,1,0,0.0892861940022591,0,1,0,1,0.0892861940022591
45.5,404.0,64.71,2,5,24.94,0,367.0,0.2548,0,1,1,0,0.3566776562518968,0,1,0,1,0.3566776562518968
30.6,375.0,37.84,0,4,16.17,1,348.0,0.2358,1,1,1,0,0.1393771429704313,0,1,0,1,0.1393771429704313
51.7,357.0,93.91,3,8,38.62,0,160.0,0.1954,0,0,1,0,0.0721993304396496,0,1,0,1,0.0721993304396496
33.2,722.0,77.07,3,3,9.62,1,437.0,0.0739,0,0,1,0,0.1479097397786032,0,1,0,1,0.1479097397786032
30.1,920.0,25.86,3,9,0.38,1,499.0,0.3806,1,1,0,0,0.4388636674807443,0,1,0,1,0.4388636674807443
24.7,909.0,24.37,1,3,1.48,0,364.0,0.0398,1,1,1,0,0.0844231128944942,0,1,0,1,0.0844231128944942
28.2,752.0,111.41,1,3,37.66,1,321.0,0.3664,0,0,0,0,0.0712018588499293,0,1,0,1,0.0712018588499293
32.2,503.0,54.86,5,7,19.55,0,434.0,0.2672,0,0,0,0,0.0515793376758923,0,1,0,1,0.0515793376758923
44.2,1064.0,39.99,7,11,3.61,0,122.0,0.4512,1,0,1,0,0.1532543677264085,0,1,0,1,0.1532543677264085
46.2,609.0,40.0,2,7,38.55,0,440.0,0.3465,0,0,0,0,0.0663290286038721,0,1,0,1,0.0663290286038721
19.1,2030.0,45.0,3,10,16.99,1,524.0,0.2851,0,0,0,0,0.2080738854003009,0,1,0,1,0.2080738854003009
37.6,800.0,54.88,3,5,0.5,1,506.0,0.1857,0,0,0,0,0.1010047034314687,0,1,0,1,0.1010047034314687
37.0,386.0,46.79,1,3,47.65,1,90.0,0.4496,0,0,1,0,0.0624980863670138,0,1,0,1,0.0624980863670138
38.8,391.0,111.88,5,9,27.41,0,462.0,0.1127,0,0,0,0,0.0763655764070301,0,1,0,1,0.0763655764070301
26.2,490.0,84.46,4,8,18.14,0,433.0,0.1075,0,1,0,0,0.1093383541645875,0,1,0,1,0.1093383541645875
33.6,779.0,23.01,1,2,7.02,0,253.0,0.1746,0,1,1,0,0.1420499647135924,0,1,0,1,0.1420499647135924
18.7,727.0,44.99,2,5,16.02,1,650.0,0.3086,0,1,0,0,0.0910685885715801,0,1,0,1,0.0910685885715801
31.9,599.0,61.76,3,5,10.16,1,650.0,0.1912,0,0,0,0,0.060752407638251,0,1,0,1,0.060752407638251
24.6,1226.0,40.29,2,7,11.72,1,759.0,0.2449,0,0,1,0,0.0504710075670209,0,1,0,1,0.0504710075670209
39.4,652.0,78.98,2,6,19.98,0,252.0,0.2739,0,0,0,0,0.102912460334439,0,1,0,1,0.102912460334439
33.1,1194.0,284.19,3,9,12.59,1,308.0,0.2998,1,0,0,0,0.4639045114205017,0,1,0,1,0.4639045114205017
38.9,727.0,236.5,1,6,6.66,2,244.0,0.2057,0,0,0,0,0.1446218015636878,0,1,0,1,0.1446218015636878
19.0,1424.0,173.03,2,5,4.55,1,350.0,0.3184,1,0,0,0,0.1443165184058971,0,1,0,1,0.1443165184058971
47.6,530.0,64.82,2,8,18.79,1,333.0,0.1328,0,0,0,0,0.0827307974824071,0,1,0,1,0.0827307974824071
39.7,820.0,72.08,2,6,6.95,1,583.0,0.0763,0,0,1,0,0.065401928427127,0,1,0,1,0.065401928427127
47.3,1051.0,311.05,6,13,14.35,0,114.0,0.1789,0,0,0,0,0.0776411716376781,0,1,0,1,0.0776411716376781
33.6,882.0,100.18,2,3,15.87,2,221.0,0.2221,0,0,0,0,0.1054223997919278,0,1,0,1,0.1054223997919278
33.6,528.0,169.94,3,6,25.41,0,435.0,0.2454,0,0,0,0,0.0555009976217849,0,1,0,1,0.0555009976217849
18.0,1119.0,143.07,0,5,22.46,1,479.0,0.1721,0,0,1,0,0.0536120278636444,0,1,0,1,0.0536120278636444
37.5,879.0,256.48,3,6,12.37,0,399.0,0.3187,0,1,0,0,0.086239870537305,0,1,0,1,0.086239870537305
43.7,454.0,132.43,1,4,10.71,0,238.0,0.2647,0,1,1,0,0.1814079623841671,0,1,0,1,0.1814079623841671
33.6,1271.0,94.95,6,8,37.17,0,254.0,0.2084,0,0,0,0,0.2529742976699556,0,1,0,1,0.2529742976699556
43.2,682.0,61.5,5,7,38.53,0,375.0,0.0973,1,0,0,0,0.0551220859432344,0,1,0,1,0.0551220859432344
18.0,355.0,89.24,4,9,65.89,0,348.0,0.3566,0,0,1,0,0.093515301266076,0,1,0,1,0.093515301266076
28.0,670.0,118.15,5,7,55.75,0,412.0,0.0853,0,0,0,0,0.0547927126186855,0,1,0,1,0.0547927126186855
45.9,366.0,29.48,0,6,28.26,0,305.0,0.2542,0,1,1,0,0.1209028098941793,0,1,0,1,0.1209028098941793
42.9,1228.0,56.32,3,6,9.89,1,159.0,0.1214,0,0,0,0,0.0616742260381418,0,1,0,1,0.0616742260381418
36.0,1278.0,150.82,2,7,46.97,0,244.0,0.4976,0,0,0,0,0.1443687842333842,0,1,0,1,0.1443687842333842
29.3,552.0,171.35,3,6,4.77,1,111.0,0.1913,0,0,0,0,0.071188798762533,0,1,0,1,0.071188798762533
29.9,854.0,90.96,3,5,1.43,2,386.0,0.2506,0,0,0,0,0.3597123100615312,0,1,0,1,0.3597123100615312
33.7,882.0,406.1,3,8,6.93,1,398.0,0.201,1,0,0,0,0.4270371681422382,0,1,0,1,0.4270371681422382
39.1,596.0,99.77,5,5,9.58,1,321.0,0.1857,0,0,0,0,0.1997508511529312,0,1,0,1,0.1997508511529312
35.5,459.0,143.32,3,8,14.96,0,74.0,0.1135,0,0,0,0,0.060430390034933,0,1,0,1,0.060430390034933
32.7,413.0,16.53,2,6,0.91,1,217.0,0.1873,0,0,1,0,0.0651110919373152,0,1,0,1,0.0651110919373152
27.5,1257.0,34.04,4,8,10.33,1,198.0,0.0468,0,0,0,0,0.0620133156873056,0,1,0,1,0.0620133156873056
39.4,616.0,13.72,4,5,3.24,1,408.0,0.2134,0,0,1,0,0.1182200507576666,0,1,0,1,0.1182200507576666
26.5,444.0,88.08,2,7,127.69,1,450.0,0.3169,0,0,0,0,0.2592056891826466,0,1,0,1,0.2592056891826466
34.7,1496.0,56.34,2,4,12.38,1,279.0,0.237,0,0,1,0,0.1044349411521574,0,1,0,1,0.1044349411521574
34.8,1370.0,231.89,0,6,5.15,1,335.0,0.2593,0,0,0,0,0.0784053573086556,0,1,0,1,0.0784053573086556
18.0,1264.0,25.38,3,10,18.94,1,327.0,0.4773,1,0,0,0,0.3185225691586232,0,1,0,1,0.3185225691586232
43.0,1031.0,41.08,0,4,14.43,0,394.0,0.1166,0,1,1,0,0.0666407987301808,0,1,0,1,0.0666407987301808
25.1,704.0,39.78,3,6,29.76,0,231.0,0.1968,0,1,1,0,0.3216495845551613,0,1,0,1,0.3216495845551613
29.9,225.0,46.78,2,6,2.12,1,622.0,0.3773,0,0,0,0,0.0666693538712912,0,1,0,1,0.0666693538712912
43.3,1635.0,58.7,4,8,7.58,0,346.0,0.1285,0,0,1,0,0.0945854187320658,0,1,0,1,0.0945854187320658
30.4,555.0,52.27,1,4,25.08,1,253.0,0.3688,0,1,0,0,0.1541757099744694,0,1,0,1,0.1541757099744694
32.1,238.0,54.64,4,8,15.98,1,196.0,0.5994,0,0,0,0,0.4257052266865445,0,1,0,1,0.4257052266865445
39.6,1175.0,114.13,4,6,3.1,1,361.0,0.1867,0,0,0,0,0.2579029263028189,0,1,0,1,0.2579029263028189
42.4,675.0,26.47,4,7,28.44,2,444.0,0.2304,1,0,0,0,0.5065230045653539,1,1,0,1,0.5065230045653539
38.8,1317.0,47.43,3,4,5.58,1,298.0,0.0589,1,0,0,0,0.0749301649273696,0,1,0,1,0.0749301649273696
33.8,413.0,110.89,4,9,51.12,0,151.0,0.217,0,1,1,0,0.2880497865021013,0,1,0,1,0.2880497865021013
23.1,1123.0,33.94,3,11,19.05,0,495.0,0.4608,1,0,0,0,0.0589581672996117,0,1,0,1,0.0589581672996117
37.3,1465.0,62.9,2,4,63.3,0,111.0,0.2744,1,0,1,0,0.051292714072981,0,1,0,1,0.051292714072981
50.0,1179.0,103.96,3,7,18.84,0,440.0,0.2164,0,1,0,0,0.076682041310252,0,1,0,1,0.076682041310252
18.0,971.0,47.36,1,5,30.84,0,167.0,0.0249,1,1,1,0,0.3419088021673819,0,1,0,1,0.3419088021673819
38.0,295.0,89.95,4,8,2.03,0,543.0,0.1078,0,1,0,0,0.0531042097918723,0,1,0,1,0.0531042097918723
35.6,1170.0,42.16,2,6,27.41,2,516.0,0.0991,0,0,0,0,0.1053784450787367,0,1,0,1,0.1053784450787367
29.0,2223.0,96.12,2,9,8.15,0,156.0,0.255,0,0,1,0,0.0516228415127658,0,1,0,1,0.0516228415127658
18.0,707.0,33.78,3,7,22.25,1,372.0,0.1397,0,0,0,0,0.0726211304341312,0,1,0,1,0.0726211304341312
30.1,503.0,106.87,3,7,22.3,1,499.0,0.1839,0,0,0,0,0.3681396769236729,0,1,0,1,0.3681396769236729
23.5,706.0,148.18,3,6,30.94,0,298.0,0.2524,0,1,0,0,0.0592381113766186,0,1,0,1,0.0592381113766186
46.2,402.0,32.06,3,6,20.77,2,242.0,0.2985,0,0,0,0,0.376795487785005,0,1,0,1,0.376795487785005
39.6,449.0,26.33,2,5,13.94,3,417.0,0.1891,0,0,0,0,0.3695687666851038,0,1,0,1,0.3695687666851038
30.8,1507.0,24.13,4,9,7.48,1,693.0,0.2232,0,0,0,0,0.2766396511241665,0,1,0,1,0.2766396511241665
34.7,1125.0,33.95,3,7,40.06,1,1232.0,0.2475,0,0,0,0,0.0516347246327533,0,1,0,1,0.0516347246327533
27.3,1012.0,123.22,3,8,6.35,1,264.0,0.1639,0,0,0,0,0.2961478525167327,0,1,0,1,0.2961478525167327
26.1,1198.0,52.0,2,6,2.76,2,208.0,0.2156,0,0,0,0,0.2005909676954828,0,1,0,1,0.2005909676954828
24.7,489.0,322.22,4,6,1.68,0,469.0,0.1941,0,0,1,0,0.1647662509359886,0,1,0,1,0.1647662509359886
44.5,383.0,426.14,2,5,1.09,0,290.0,0.0962,0,0,0,0,0.0653393661595234,0,1,0,1,0.0653393661595234
48.9,1233.0,216.41,2,8,10.53,1,297.0,0.378,1,1,0,0,0.1486815178618635,0,1,0,1,0.1486815178618635
30.6,2334.0,95.3,0,1,9.52,0,388.0,0.0548,0,0,1,0,0.0636468146244442,0,1,0,1,0.0636468146244442
23.2,554.0,77.26,3,7,13.87,1,336.0,0.3451,0,0,0,0,0.3052303800570068,0,1,0,1,0.3052303800570068
42.4,787.0,57.29,3,6,1.13,1,674.0,0.3056,0,1,0,0,0.2662227110721308,0,1,0,1,0.2662227110721308
35.6,2119.0,57.47,6,9,35.11,0,337.0,0.1138,0,0,0,0,0.1146142863495139,0,1,0,1,0.1146142863495139
28.1,906.0,110.56,2,4,15.99,1,388.0,0.3375,0,0,0,0,0.140444513170683,0,1,0,1,0.140444513170683
35.3,1468.0,256.24,1,3,24.97,0,599.0,0.4847,1,0,0,0,0.0708574320797843,0,1,0,1,0.0708574320797843
49.9,496.0,122.99,1,5,29.36,0,225.0,0.6009,0,0,1,0,0.0738481371687479,0,1,0,1,0.0738481371687479
35.1,1130.0,196.29,5,6,3.94,0,266.0,0.0886,0,0,0,0,0.052216672217456,0,1,0,1,0.052216672217456
40.7,1716.0,56.12,3,4,14.59,1,416.0,0.2074,0,0,0,0,0.1751937690235202,0,1,0,1,0.1751937690235202
43.4,485.0,19.5,2,5,51.54,0,488.0,0.5577,1,0,0,0,0.0895986810645056,0,1,0,1,0.0895986810645056
49.9,779.0,18.62,3,12,2.26,1,842.0,0.0836,0,0,1,0,0.1230979232162499,0,1,0,1,0.1230979232162499
36.0,1974.0,93.22,1,3,17.03,1,153.0,0.3794,1,1,0,0,0.052067658410508,0,1,0,1,0.052067658410508
23.2,663.0,29.2,5,11,1.27,0,395.0,0.1152,1,0,0,0,0.0642454717484004,0,1,0,1,0.0642454717484004
39.0,435.0,40.78,4,5,1.08,0,264.0,0.218,0,1,0,0,0.0509835868832014,0,1,0,1,0.0509835868832014
44.5,557.0,59.42,5,6,5.85,1,257.0,0.1369,0,0,0,0,0.1089870041589298,0,1,0,1,0.1089870041589298
39.7,559.0,183.37,3,7,4.74,1,419.0,0.2773,0,0,0,0,0.2765738181580228,0,1,0,1,0.2765738181580228
36.4,853.0,143.94,5,8,16.15,0,390.0,0.1672,0,0,0,0,0.1366195695922641,0,1,0,1,0.1366195695922641
20.4,1087.0,233.12,3,6,89.34,0,445.0,0.2336,1,1,0,0,0.0720597146817433,0,1,0,1,0.0720597146817433
42.9,1106.0,25.24,4,7,16.37,0,426.0,0.4129,1,1,1,0,0.160548671343828,0,1,0,1,0.160548671343828
20.3,2119.0,59.42,3,7,9.57,1,535.0,0.4094,0,0,0,0,0.0638820053317381,0,1,0,1,0.0638820053317381
28.4,621.0,34.28,3,6,53.68,1,602.0,0.356,0,0,0,0,0.0815138647523669,0,1,0,1,0.0815138647523669
28.3,627.0,199.16,4,10,2.04,0,571.0,0.2562,0,0,0,0,0.0916016714751794,0,1,0,1,0.0916016714751794
53.3,965.0,73.53,3,4,10.61,2,348.0,0.3549,0,0,0,0,0.2376508520604208,0,1,0,1,0.2376508520604208
25.3,1399.0,40.02,2,4,20.55,0,278.0,0.0898,1,1,1,0,0.3026163827116535,0,1,0,1,0.3026163827116535
35.0,743.0,139.9,0,9,26.35,0,269.0,0.2942,0,0,0,0,0.0518265543879309,0,1,0,1,0.0518265543879309
38.5,776.0,61.59,2,3,97.47,1,216.0,0.4275,0,0,0,0,0.1134443382475556,0,1,0,1,0.1134443382475556
31.6,396.0,77.03,3,6,7.33,1,505.0,0.1267,1,0,0,0,0.0814785057631577,0,1,0,1,0.0814785057631577
28.0,574.0,80.75,5,9,4.41,0,278.0,0.2438,0,0,0,0,0.0500845665609403,0,1,0,1,0.0500845665609403
30.4,392.0,73.7,3,6,4.24,0,340.0,0.5916,0,1,0,0,0.0940915420467874,0,1,0,1,0.0940915420467874
38.7,1715.0,59.57,3,6,10.34,1,183.0,0.2628,1,0,0,0,0.2043959768663426,0,1,0,1,0.2043959768663426
53.3,469.0,48.27,3,8,13.17,1,277.0,0.4212,0,1,0,0,0.3371017799983766,0,1,0,1,0.3371017799983766
42.6,732.0,57.45,2,5,3.91,1,194.0,0.2949,1,0,1,0,0.2228815982799022,0,1,0,1,0.2228815982799022
18.0,504.0,299.66,2,5,4.55,1,557.0,0.4357,0,1,0,0,0.3735231606946204,0,1,0,1,0.3735231606946204
37.9,1006.0,56.76,3,8,1.54,0,287.0,0.4709,0,0,0,0,0.0624845791392094,0,1,0,1,0.0624845791392094
42.6,775.0,81.64,5,9,35.5,0,330.0,0.151,1,1,0,0,0.2259504354849034,0,1,0,1,0.2259504354849034
38.6,887.0,110.44,3,4,8.95,1,98.0,0.0639,0,0,0,0,0.0781375214299067,0,1,0,1,0.0781375214299067
43.5,687.0,610.29,4,7,25.31,0,115.0,0.2222,0,0,0,0,0.2102642067789664,0,1,0,1,0.2102642067789664
32.5,655.0,315.84,3,7,59.25,1,547.0,0.2707,0,0,0,0,0.1826293558040297,0,1,0,1,0.1826293558040297
32.0,736.0,71.25,3,7,37.68,0,308.0,0.4724,0,0,0,0,0.0895962527454193,0,1,0,1,0.0895962527454193
42.7,1919.0,45.96,6,8,6.06,0,272.0,0.0516,0,0,0,0,0.0629128922957643,0,1,0,1,0.0629128922957643
42.8,309.0,67.59,3,8,18.86,0,224.0,0.3631,1,0,1,0,0.0855518339958032,0,1,0,1,0.0855518339958032
33.3,785.0,14.56,4,6,2.62,1,286.0,0.1879,1,0,1,0,0.0885938904667889,0,1,0,1,0.0885938904667889
42.3,478.0,94.53,2,9,22.97,0,320.0,0.459,0,0,0,0,0.0887192110402692,0,1,0,1,0.0887192110402692
30.9,498.0,25.21,1,3,10.87,1,460.0,0.2238,0,1,0,0,0.0540721569104096,0,1,0,1,0.0540721569104096
40.9,806.0,14.5,3,8,7.91,1,275.0,0.1352,0,1,0,0,0.2560209403143962,0,1,0,1,0.2560209403143962
34.2,468.0,19.57,2,7,11.62,1,284.0,0.164,0,0,0,0,0.083111765683214,0,1,0,1,0.083111765683214
43.1,1238.0,128.15,1,3,47.96,1,239.0,0.2368,1,0,0,0,0.0643322158309066,0,1,0,1,0.0643322158309066
38.3,1225.0,64.52,4,8,24.62,1,697.0,0.0818,1,0,0,0,0.2833592177863688,0,1,0,1,0.2833592177863688
43.2,435.0,13.78,2,6,52.02,1,136.0,0.2805,1,0,0,0,0.0530101013126139,0,1,0,1,0.0530101013126139
33.5,658.0,32.6,3,7,3.92,1,381.0,0.1644,0,0,0,0,0.1804386735029389,0,1,0,1,0.1804386735029389
45.9,749.0,38.44,3,7,18.29,1,423.0,0.1972,0,0,0,0,0.1196179035518611,0,1,0,1,0.1196179035518611
39.2,644.0,57.67,2,6,4.87,1,229.0,0.3399,1,0,0,0,0.093919110815711,0,1,0,1,0.093919110815711
32.1,853.0,39.21,3,6,20.17,2,928.0,0.017,1,0,0,0,0.0735530501385616,0,1,0,1,0.0735530501385616
30.6,451.0,28.28,4,5,24.88,1,441.0,0.2811,0,0,0,0,0.2789325154137879,0,1,0,1,0.2789325154137879
41.0,1334.0,18.95,1,4,23.81,1,329.0,0.2659,0,0,0,0,0.0845806191474879,0,1,0,1,0.0845806191474879
35.1,1376.0,45.04,4,9,30.48,1,97.0,0.0809,1,0,0,0,0.3533159894145601,0,1,0,1,0.3533159894145601
42.3,1429.0,196.06,2,5,59.64,0,533.0,0.4616,0,0,0,0,0.0635352892775689,0,1,0,1,0.0635352892775689
51.2,256.0,10.41,2,4,8.69,1,239.0,0.0749,1,1,0,0,0.0712272445940726,0,1,0,1,0.0712272445940726
26.8,1034.0,336.9,3,7,9.0,0,269.0,0.1632,1,0,0,0,0.0640274027949231,0,1,0,1,0.0640274027949231
56.3,442.0,59.11,2,4,69.7,1,525.0,0.1018,0,0,1,0,0.0642829925037394,0,1,0,1,0.0642829925037394
68.7,1379.0,284.52,4,9,3.27,1,194.0,0.1151,0,0,0,0,0.3335496096427039,0,1,0,1,0.3335496096427039
40.3,584.0,310.43,3,6,2.59,0,483.0,0.1877,1,0,0,0,0.1034928609022719,0,1,0,1,0.1034928609022719
42.0,543.0,601.43,1,4,0.15,0,195.0,0.2246,0,1,0,0,0.0558460600829523,0,1,0,1,0.0558460600829523
18.0,1045.0,86.29,3,7,18.47,1,530.0,0.2354,0,0,0,0,0.159963846705761,0,1,0,1,0.159963846705761
21.8,870.0,58.05,3,5,4.54,1,186.0,0.2557,0,0,0,0,0.1059926704891845,0,1,0,1,0.1059926704891845
37.0,311.0,40.79,2,5,31.58,1,223.0,0.3179,0,0,0,0,0.1115208408273452,0,1,0,1,0.1115208408273452
40.5,1395.0,87.05,1,4,12.57,2,277.0,0.1379,0,0,1,0,0.1120091969272947,0,1,0,1,0.1120091969272947
38.2,717.0,126.01,3,8,30.11,1,191.0,0.0472,0,0,0,0,0.1491023818738349,0,1,0,1,0.1491023818738349
36.7,1055.0,38.79,3,6,15.16,1,305.0,0.0889,0,1,0,0,0.1571002630803171,0,1,0,1,0.1571002630803171
42.1,539.0,625.39,2,5,6.31,0,582.0,0.1077,0,0,0,0,0.1627966736060498,0,1,0,1,0.1627966736060498
39.6,1608.0,31.21,1,5,6.71,1,292.0,0.1715,0,1,1,0,0.136366579038128,0,1,0,1,0.136366579038128
42.7,2637.0,27.99,6,8,9.86,1,203.0,0.4708,0,0,0,0,0.1377003948018078,0,1,0,1,0.1377003948018078
32.5,653.0,114.9,2,8,1.9,0,726.0,0.2561,0,1,0,0,0.0515021821156745,0,1,0,1,0.0515021821156745
37.9,624.0,254.81,4,6,54.08,0,294.0,0.4066,1,0,1,0,0.0852802870667729,0,1,0,1,0.0852802870667729
27.5,758.0,11.49,3,9,9.9,1,713.0,0.1459,0,0,0,0,0.1254779442822768,0,1,0,1,0.1254779442822768
49.7,503.0,178.03,1,4,14.89,1,506.0,0.2353,0,1,0,0,0.0845512111637454,0,1,0,1,0.0845512111637454
59.0,1391.0,40.9,3,9,1.46,1,398.0,0.352,0,0,0,0,0.0807151523638809,0,1,0,1,0.0807151523638809
44.8,1611.0,30.03,3,8,7.62,1,414.0,0.3352,0,1,0,0,0.2561652056628336,0,1,0,1,0.2561652056628336
28.7,793.0,35.03,1,4,4.56,0,109.0,0.1783,0,1,1,0,0.1336647417416221,0,1,0,1,0.1336647417416221
32.9,475.0,92.89,4,7,25.07,1,211.0,0.3147,0,0,0,0,0.4605239613424529,0,1,0,1,0.4605239613424529
39.3,391.0,34.33,3,6,2.64,1,229.0,0.2766,0,0,0,0,0.0950668757100867,0,1,0,1,0.0950668757100867
32.2,1276.0,134.42,4,7,15.59,0,418.0,0.2577,0,1,0,0,0.1372884891383012,0,1,0,1,0.1372884891383012
47.8,1012.0,408.59,3,9,68.88,0,454.0,0.1184,1,0,0,0,0.0573006033376653,0,1,0,1,0.0573006033376653
25.7,1757.0,19.25,6,8,21.75,1,234.0,0.1776,1,0,0,0,0.2333893764438686,0,1,0,1,0.2333893764438686
42.3,482.0,94.33,4,5,4.13,1,153.0,0.2724,0,0,0,0,0.2297029256156825,0,1,0,1,0.2297029256156825
43.5,1605.0,34.51,4,8,35.46,1,415.0,0.2066,0,0,0,0,0.4230787296267283,0,1,0,1,0.4230787296267283
24.6,354.0,33.14,3,5,51.46,1,399.0,0.192,0,0,0,0,0.0538904868853337,0,1,0,1,0.0538904868853337
38.4,655.0,29.15,2,7,9.37,2,244.0,0.0696,0,0,0,0,0.3010062821542333,0,1,0,1,0.3010062821542333
44.5,655.0,48.81,2,6,30.98,0,296.0,0.2637,0,0,1,0,0.1399894261894227,0,1,0,1,0.1399894261894227
29.0,1027.0,167.02,1,5,17.11,2,275.0,0.3068,0,1,0,0,0.2924581971975056,0,1,0,1,0.2924581971975056
32.4,939.0,133.57,3,9,6.35,0,559.0,0.2376,1,0,1,0,0.2045564726130392,0,1,0,1,0.2045564726130392
35.2,416.0,37.63,3,5,18.86,0,481.0,0.1019,0,1,0,0,0.0524412481766823,0,1,0,1,0.0524412481766823
32.6,2058.0,103.29,5,10,26.79,0,527.0,0.282,0,0,0,0,0.0691393326342023,0,1,0,1,0.0691393326342023
35.3,909.0,44.52,3,8,11.19,1,714.0,0.3704,0,0,0,0,0.2757277439737946,0,1,0,1,0.2757277439737946
42.4,735.0,80.51,2,6,3.14,0,584.0,0.4246,1,0,0,0,0.0966568573808756,0,1,0,1,0.0966568573808756
50.1,845.0,327.11,2,6,27.57,1,368.0,0.2543,0,0,0,0,0.0839999779103943,0,1,0,1,0.0839999779103943
52.3,1336.0,59.86,5,10,36.13,1,419.0,0.353,0,0,1,0,0.5313928550889397,1,1,0,1,0.5313928550889397
38.2,804.0,31.29,1,5,23.01,0,264.0,0.1766,0,1,1,0,0.0672827597735727,0,1,0,1,0.0672827597735727
48.9,242.0,96.37,4,7,79.58,1,342.0,0.2203,0,0,0,0,0.1624256877911064,0,1,0,1,0.1624256877911064
29.2,625.0,60.15,2,6,6.83,2,353.0,0.0737,0,0,0,0,0.3459079796861538,0,1,0,1,0.3459079796861538
26.6,408.0,154.34,3,6,3.08,1,248.0,0.0561,0,0,0,0,0.075706982127276,0,1,0,1,0.075706982127276
47.4,1177.0,21.66,4,8,14.31,1,358.0,0.09,1,0,1,0,0.4207572827848905,0,1,0,1,0.4207572827848905
19.7,992.0,272.83,3,4,66.15,1,451.0,0.2182,0,1,1,0,0.2972810110462802,0,1,0,1,0.2972810110462802
18.0,1252.0,166.02,2,5,52.99,1,169.0,0.2627,0,0,0,0,0.0750584009065896,0,1,0,1,0.0750584009065896
31.8,825.0,72.42,5,9,5.1,0,305.0,0.0604,0,1,0,0,0.164528728619831,0,1,0,1,0.164528728619831
46.5,811.0,114.11,1,4,59.35,0,330.0,0.2657,0,1,0,0,0.0625034661825103,0,1,0,1,0.0625034661825103
25.3,503.0,95.99,2,6,18.93,0,130.0,0.3812,0,0,1,0,0.1064372930228135,0,1,0,1,0.1064372930228135
